"Золотова",0.1
"Зорина",0.11
"Зотова",0.15
"Зубкова",0.12
"Зубова",0.11
"Зуева",0.16
"Зыкова",0.07
"Иванова",2.35
"Игнатова",0.17
"Игнатьева",0.16
"Измайлова",0.06
"Ильина",0.48
"Ильинская",0.07
"Исаева",0.31
"Исакова",0.1
"Казакова",0.36
"Казанцева",0.05
"Калачёва",0.04
"Калашникова",0.17
"Калинина",0.31
"Калмыкова",0.1
"Калугина",0.05
"Капустина",0.06
"Карасева",0.15
"Карпова",0.37
"Карташова",0.06
"Касаткина",0.07
"Касьянова",0.06
"Киреева",0.08
"Кириллова",0.23
"Киселёва",0.49
"Климова",0.28
"Клюева",0.08
"Князева",0.19
"Ковалева",0.46
"Кожевникова",0.13
"Козина",0.06
"Козлова",0.74
"Козловская",0.07
"Козырева",0.09
"Колесникова",0.26
"Колесова",0.1
"Колосова",0.11
"Колпакова",0.07
"Кольцова",0.08
"Комарова",0.42
"Комиссарова",0.08
"Кондратова",0.06
"Кондратьева",0.22
"Кондрашова",0.08
"Коновалова",0.29
"Кононова",0.09
"Константинова",0.15
"Копылова",0.13
"Корнева",0.05
"Корнеева",0.17
"Корнилова",0.13
"Коровина",0.09
"Королёва",0.49
"Королькова",0.04
"Короткова",0.16
"Корчагина",0.07
"Коршунова",0.05
"Косарева",0.06
"Костина",0.13
"Котова",0.24
"Кочергина",0.05
"Кочеткова",0.1
"Кочетова",0.07
"Кошелева",0.09
"Кравцова",0.1
"Краснова",0.18
"Круглова",0.11
"Крылова",0.38
"Крюкова",0.16
"Крючкова",0.09
"Кудрявцева",0.28
"Кудряшова",0.14
"Кузина",0.17
"Кузнецова",1.65
"Кузьмина",0.53
"Кукушкина",0.05
"Кулагина",0.06
"Кулакова",0.1
"Кулешова",0.12
"Куликова",0.38
"Куприянова",0.12
"Курочкина",0.08
"Лаврентьева",0.09
"Лаврова",0.16
"Лазарева",0.29
"Лапина",0.1
"Лаптева",0.11
"Лапшина",0.11
"Ларина",0.15
"Ларионова",0.13
"Латышева",0.08
"Лебедева",0.81
"Левина",0.19
"Леонова",0.27
"Леонтьева",0.17
"Литвинова",0.17
"Лобанова",0.17
"Логинова",0.18
"Лопатина",0.09
"Лосева",0.1
"Лукина",0.12
"Лукьянова",0.21
"Лыкова",0.05
"Львова",0.13
"Любимова",0.13
"Майорова",0.18
"Макарова",0.69
"Макеева",0.1
"Максимова",0.48
"Малахова",0.06
"Малинина",0.06
"Малышева",0.23
"Мальцева",0.18
"Маркелова",0.05
"Маркина",0.12
"Маркова",0.38
"Мартынова",0.32
"Масленникова",0.11
"Маслова",0.29
"Матвеева",0.4
"Медведева",0.46
"Мельникова",0.37
"Меркулова",0.08
"Мешкова",0.07
"Мещерякова",0.1
"Минаева",0.06
"Минина",0.05
"Миронова",0.38
"Митрофанова",0.19
"Михайлова",0.93
"Михеева",0.2
"Моисеева",0.23
"Молчанова",0.17
"Моргунова",0.05
"Морозова",0.85
"Москвина",0.05
"Муравьёва",0.16
"Муратова",0.05
"Мухина",0.17
"Назарова",0.32
"Наумова",0.28
"Некрасова",0.16
"Нестерова",0.2
"Нефёдова",0.13
"Нечаева",0.14
"Никитина",0.66
"Никифорова",0.25
"Николаева",0.71
"Никольская",0.12
"Никонова",0.13
"Никулина",0.15
"Новикова",0.88
"Носкова",0.08
"Носова",0.15
"Овсянникова",0.13
"Овчинникова",0.27
"Одинцова",0.09
"Озерова",0.08
"Окулова",0.06
"Олейникова",0.07
"Орехова",0.09
"Орлова",0.7
"Осипова",0.4
"Островская",0.08
"Павлова",0.76
"Павловская",0.06
"Панина",0.14
"Панкова",0.09
"Панкратова",0.12
"Панова",0.23
"Пантелеева",0.09
"Панфилова",0.1
"Парамонова",0.05
"Парфенова",0.1
"Пастухова",0.07
"Пахомова",0.13
"Петрова",1.15
"Петровская",0.1
"Петухова",0.16
"Пименова",0.09
"Пирогова",0.07
"Платонова",0.16
"Плотникова",0.18
"Позднякова",0.1
"Покровская",0.12
"Поликарпова",0.05
"Полякова",0.48
"Пономарёва",0.28
"Попова",1.25
"Постникова",0.05
"Потапова",0.27
"Прокофьева",0.19
"Прохорова",0.28
"Пугачёва",0.06
"Ракова",0.05
"Рогова",0.09
"Родина",0.12
"Родионова",0.29
"Рожкова",0.11
"Розанова",0.09
"Романова",0.57
"Рубцова",0.07
"Рудакова",0.09
"Руднева",0.06
"Румянцева",0.23
"Русакова",0.09
"Русанова",0.06
"Рыбакова",0.18
"Рыжова",0.1
"Рябинина",0.05
"Рябова",0.17
"Савельева",0.33
"Савина",0.18
"Савицкая",0.06
"Сазонова",0.13
"Сальникова",0.08
"Самойлова",0.15
"Самсонова",0.15
"Сафонова",0.18
"Сахарова",0.15
"Свешникова",0.05
"Свиридова",0.1
"Севастьянова",0.08
"Седова",0.14
"Селезнёва",0.14
"Селиванова",0.13
"Семёнова",0.79
"Сёмина",0.07
"Сергеева",0.56
"Серебрякова",0.09
"Серова",0.15
"Сидорова",0.4
"Сизова",0.06
"Симонова",0.2
"Синицына",0.09
"Ситникова",0.07
"Скворцова",0.2
"Смирнова",1.74
"Снегирёва",0.05
"Соболева",0.27
"Соколова",1.1
"Соловьева",0.64
"Сомова",0.05
"Сорокина",0.47
"Сотникова",0.06
"Софронова",0.18
"Спиридонова",0.15
"Старикова",0.07
"Старостина",0.1
"Степанова",0.71
"Столярова",0.11
"Субботина",0.1
"Суворова",0.13
"Судакова",0.05
"Суркова",0.05
"Суслова",0.07
"Суханова",0.1
"Сухарева",0.06
"Сухова",0.06
"Сычева",0.09
"Тарасова",0.44
"Терентьева",0.15
"Терехова",0.13
"Тимофеева",0.33
"Титова",0.39
"Тихомирова",0.21
"Тихонова",0.36
"Ткачёва",0.11
"Токарева",0.12
"Толкачёва",0.06
"Третьякова",0.11
"Трифонова",0.12
"Троицкая",0.06
"Трофимова",0.27
"Трошина",0.07
"Туманова",0.07
"Уварова",0.05
"Ульянова",0.13
"Усова",0.05
"Успенская",0.07
"Устинова",0.15
"Уткина",0.11
"Ушакова",0.17
"Фадеева",0.17
"Фёдорова",0.86
"Федосеева",0.11
"Федосова",0.04
"Федотова",0.32
"Фетисова",0.07
"Филатова",0.28
"Филимонова",0.13
"Филиппова",0.43
"Фирсова",0.14
"Фокина",0.15
"Фомина",0.33
"Фомичёва",0.07
"Фролова",0.52
"Харитонова",0.19
"Хомякова",0.08
"Хохлова",0.17
"Хромова",0.06
"Худякова",0.06
"Царёва",0.09
"Цветкова",0.19
"Чеботарёва",0.05
"Черепанова",0.06
"Черкасова",0.15
"Чёрная",0.05
"Чернова",0.33
"Черных",0.09
"Чернышёва",0.3
"Черняева",0.05
"Чеснокова",0.07
"Чижова",0.06
"Чистякова",0.15
"Чумакова",0.07
"Шаповалова",0.12
"Шапошникова",0.08
"Шарова",0.07
"Швецова",0.05
"Шевелева",0.08
"Шевцова",0.07
"Шестакова",0.13
"Шилова",0.12
"Широкова",0.13
"Ширяева",0.06
"Шишкина",0.15
"Шмелёва",0.11
"Шубина",0.1
"Шувалова",0.08
"Шульгина",0.07
"Щеглова",0.07
"Щербакова",0.32
"Щукина",0.1
"Юдина",0.2
"Яковлева",0.63
"Яшина",0.07
